authors,title,average_rating
Darynda Jones,"Fifth Grave Past the Light (Charley Davidson, #5)",4.0
Wilbur Smith,"The Seventh Scroll (Ancient Egypt, #2)",4.0
Kody Keplinger,A Midsummer's Nightmare,4.0
Nick Cutter,The Troop,4.0
C.J. Sansom,"Revelation (Matthew Shardlake, #4)",4.0
"Pablo Neruda, Stephen Tapscott",100 Love Sonnets,4.0
Julia Quinn,"It's in His Kiss (Bridgertons, #7)",4.0
"J.K. Rowling, MinaLima","Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",4.0
"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",Phenomenology of Spirit,4.0
Kristen Ashley,"Fire Inside (Chaos, #2)",4.0
Peter F. Hamilton,"The Neutronium Alchemist (Night's Dawn, #2)",4.0
Gena Showalter,The Darkest Seduction (Lords of the Underworld #9),4.0
Victoria Aveyard,"King's Cage (Red Queen, #3)",4.0
Paul Auster,Invisible,4.0
Sarah Mlynowski,Ten Things We Did (and Probably Shouldn't Have),4.0
Moira Young,"Rebel Heart (Dust Lands, #2)",4.0
Paulette Jiles,News of the World,4.0
Brad Thor,"Blowback (Scot Harvath, #4)",4.0
Devdutt Pattanaik,Jaya: An Illustrated Retelling of the Mahabharata,4.0
Gail Tsukiyama,Women of the Silk,4.0
Anthony Hope,The Prisoner of Zenda,4.0
Amanda Hocking,"Flutter (My Blood Approves, #3)",4.0
Tammy Falkner,"Tall, Tatted and Tempting (The Reed Brothers, #1)",4.0
Paul Auster,Leviathan,4.0
David Baldacci,Saving Faith,4.0
R.A. Salvatore,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",4.0
R.L. Stine,"The Haunted Mask (Goosebumps, #11)",4.0
Douglas Preston,Tyrannosaur Canyon (Wyman Ford #1),4.0
J.P. Delaney,The Girl Before,4.0
Louis Sachar,Wayside School Gets A Little Stranger (Wayside School #3),4.0
Dan Simmons,Summer of Night,4.0
"Jim Butcher, Mark Powers, Ardian Syaf","The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",4.0
Carl Hiaasen,Tourist Season,4.0
Debbie Macomber,"204 Rosewood Lane (Cedar Cove, #2)",4.0
Karin Slaughter,"Unseen (Will Trent, #7)",4.0
Robert A. Heinlein,Double Star,4.0
Alex Kava,"A Perfect Evil (Maggie O'Dell, #1)",4.0
Anne Lamott,Help Thanks Wow: The Three Essential Prayers,4.0
Steven Pinker,The Better Angels of Our Nature: Why Violence Has Declined,4.0
"A.A. Milne, Ernest H. Shepard","When We Were Very Young (Winnie-the-Pooh, #3)",4.0
M.O. Walsh,My Sunshine Away,4.0
Nicole Krauss,Great House,3.0
Karin Slaughter,"The Kept Woman (Will Trent, #8)",4.0
Marie Force,"Maid for Love (Gansett Island Series, #1)",4.0
Francine Rivers,And the Shofar Blew,4.0
Orson Scott Card,"Prentice Alvin (Tales of Alvin Maker, #3)",4.0
Alexander McCall Smith,"44 Scotland Street (44 Scotland Street, #1)",4.0
Sandra Brown,Chill Factor,4.0
"Neil Gaiman, Mark Buckingham",Odd and the Frost Giants,4.0
Mark  Edwards,The Magpies,4.0
"Tayeb Salih, Denys Johnson-Davies",Season of Migration to the North,4.0
Doris Lessing,The Golden Notebook,4.0
Jeff Shaara,"The Last Full Measure (The Civil War Trilogy, #3)",4.0
Patrick O'Brian,"Post Captain (Aubrey/Maturin, #2)",4.0
Jessica Day George,"Dragon Flight (Dragon Slippers, #2)",4.0
Susan Coolidge,"What Katy Did (Carr Family, #1)",4.0
Robert McCloskey,Homer Price (A Puffin Book),4.0
Tamora Pierce,"Shatterglass (The Circle Opens, #4)",4.0
David Eddings,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",4.0
Philip G. Zimbardo,The Lucifer Effect: Understanding How Good People Turn Evil,4.0
Nancy Pickard,The Scent of Rain and Lightning,4.0
"Clive Cussler, Michael Pritchard","Pacific Vortex! (Dirk Pitt, #1)",4.0
Abbi Glines,"One More Chance (Rosemary Beach, #8; Chance, #2)",4.0
Kim Stanley Robinson,Aurora,4.0
J.D. Robb,"Purity in Death (In Death, #15)",4.0
Mary  Stewart,"The Hollow Hills (Arthurian Saga, #2)",4.0
Margaret Peterson Haddix,"Among the Brave (Shadow Children, #5)",4.0
"Rusty Young, Thomas McFadden","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",4.0
Fuyumi Soryo,"Mars, Volume 01",4.0
Richard Feynman,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,4.0
"Marv Wolfman, George Pérez",Crisis on Infinite Earths,4.0
John Hodgman,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,4.0
J.K. Rowling,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",4.0
"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman","Ronia, the Robber's Daughter",4.0
Kathy Reichs,"Spider Bones (Temperance Brennan, #13)",4.0
Andrew Clements,No Talking,4.0
"Jo Nesbø, Neil Smith","Blood on Snow (Blood on Snow, #1)",4.0
Elisabeth Naughton,"Wait for Me (Against All Odds, #1)",4.0
Tan Twan Eng,The Garden of Evening Mists,4.0
Natasha Preston,"The Cellar (The Cellar, #1)",4.0
Arina Tanemura,"The Gentlemen's Alliance †, Vol. 1",4.0
Alice Clayton,"Rusty Nailed (Cocktail, #2)",4.0
Christine Feehan,"Dark Guardian (Dark, #9)",4.0
Frank E. Peretti,Prophet,4.0
Danielle  Paige,"The Wicked Will Rise (Dorothy Must Die, #2)",4.0
Christine Feehan,"Dark Fire (Dark, #6)",4.0
Claudia Rankine,Citizen: An American Lyric,4.0
P.G. Wodehouse,"Carry on, Jeeves (Jeeves, #3)",4.0
"Sarah Prineas, Antonio Javier Caparo","The Magic Thief (Magic Thief, #1)",4.0
Rosalind Miles,"I, Elizabeth",4.0
Marian Keyes,The Woman Who Stole My Life,4.0
Guy Delisle,Pyongyang: A Journey in North Korea,4.0
Ken Follett,Night Over Water,4.0
Courtney Maum,I Am Having So Much Fun Here Without You,3.0
Cecily von Ziegesar,"All I Want is Everything (Gossip Girl, #3)",4.0
Sarah Andersen,"Adulthood Is a Myth (Sarah's Scribbles, #1)",4.0
R. Scott Bakker,"The Darkness That Comes Before (The Prince of Nothing, #1)",4.0
Kristin Kimball,"The Dirty Life: On Farming, Food, and Love",4.0
Jonathan Maberry,"Dust & Decay (Rot & Ruin, #2)",4.0
Melissa Landers,"Alienated (Alienated, #1)",4.0
Laura Ruby,Bone Gap,4.0
Adriana Trigiani,"Big Cherry Holler (Big Stone Gap, #2)",4.0
Marcus Samuelsson,"Yes, Chef",4.0
Meg Cabot,Teen Idol,4.0
Chimamanda Ngozi Adichie,The Thing Around Your Neck,4.0
Stephanie Garber,Caraval,4.0
James Frey,Bright Shiny Morning,4.0
Kate Chopin,The Story of an Hour,4.0
John Updike,Rabbit Is Rich (Rabbit Angstrom #3),4.0
Anna Quindlen,"Lots of Candles, Plenty of Cake",4.0
Cheryl Rainfield,Scars,4.0
Mary Kay Andrews,The Fixer Upper,4.0
Rick Atkinson,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",4.0
Sandra Brown,Ricochet,4.0
Fannie Flagg,Can't Wait to Get to Heaven,4.0
Jo Walton,Among Others,4.0
J.D. Robb,"Seduction in Death (In Death, #13)",4.0
James M. Cain,Double Indemnity,4.0
Sherrilyn Kenyon,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",4.0
R.A. Salvatore,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",4.0
"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker","Bone: Quest for the Spark, Vol. 1",4.0
Dorothea Benton Frank,The Last Original Wife,4.0
Sherrilyn Kenyon,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",4.0
Scott  Hawkins,The Library at Mount Char,4.0
Chris d'Lacey,"Fire Star (The Last Dragon Chronicles, #3)",4.0
Jennifer L. Holm,Turtle in Paradise,4.0
Lois McMaster Bujold,"The Vor Game (Vorkosigan Saga, #6)",4.0
Lauren Beukes,Broken Monsters,4.0
"Sylvia Plath, Karen V. Kukil",The Unabridged Journals of Sylvia Plath,4.0
David Foster Wallace,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",5.0
Kelley Armstrong,"Haunted (Women of the Otherworld, #5)",4.0
Jill Conner Browne,The Sweet Potato Queens' Book of Love,4.0
Tamora Pierce,"Mastiff (Beka Cooper, #3)",4.0
Laurell K. Hamilton,"Divine Misdemeanors (Merry Gentry, #8)",4.0
Chelsea Cain,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",4.0
William Gibson,"All Tomorrow's Parties (Bridge, #3)",4.0
Hannu Rajaniemi,"The Quantum Thief (Jean le Flambeur, #1)",4.0
John Sandford,"Shock Wave (Virgil Flowers, #5)",4.0
Ludwig Wittgenstein,Tractatus Logico-Philosophicus,4.0
Agatha Christie,"Lord Edgware Dies (Hercule Poirot, #9)",4.0
"Jeph Loeb, Jim Lee, Scott Williams","Batman: Hush, Vol. 2",4.0
Spencer Quinn,Dog on It (A Chet and Bernie Mystery #1),4.0
Mary Kay Andrews,Spring Fever,4.0
Dr. Seuss,And to Think That I Saw it on Mulberry Street,4.0
Doris Kearns Goodwin,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",4.0
Brandon Mull,"Chasing the Prophecy (Beyonders, #3)",4.0
"P.C. Cast, Kristin Cast","Dragon's Oath (House of Night Novellas, #1)",4.0
Kalayna Price,"Grave Witch (Alex Craft, #1)",4.0
Agatha Christie,"Sleeping Murder (Miss Marple, #13)",4.0
"Edith Wharton, Mary Gordon",Ethan Frome and Other Short Fiction,4.0
Sarah J. Maas,"The Assassin and the Desert (Throne of Glass, #0.3)",4.0
"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",On the Genealogy of Morals/Ecce Homo,4.0
Steven Callahan,Adrift: Seventy-Six Days Lost at Sea,4.0
Judith McNaught,"Once and Always (Sequels, #1)",4.0
James Rollins,"Bloodline (Sigma Force, #8)",4.0
Bernard Cornwell,"Death of Kings (The Saxon Stories, #6)",4.0
Laurence Rees,Auschwitz,4.0
Slavomir Rawicz,The Long Walk: The True Story of a Trek to Freedom,4.0
Nora Roberts,Three Fates,4.0
Alexandra Bracken,"Passenger (Passenger, #1)",4.0
"J.D. Robb, Susan Ericksen","Born in Death (In Death, #23)",4.0
Chris Bohjalian,"Close Your Eyes, Hold Hands",4.0
Agatha Christie,"A Pocket Full of Rye (Miss Marple, #7)",4.0
Iain M. Banks,The Algebraist,4.0
Margaret Atwood,Stone Mattress: Nine Tales,4.0
"Morgan Rhodes, Michelle Rowen","Rebel Spring (Falling Kingdoms, #2)",4.0
"James Patterson, Marshall Karp","NYPD Red 2 (NYPD Red, #2)",4.0
James A. Michener,Chesapeake,4.0
Steve Martini,The List,4.0
Walter Mosley,"Devil in a Blue Dress (Easy Rawlins, #1)",4.0
Mary Elizabeth Braddon,Lady Audley's Secret,4.0
"José Saramago, Margaret Jull Costa",All the Names,4.0
Adriana Trigiani,"Lucia, Lucia",4.0
Jodi Lynn Anderson,Tiger Lily,4.0
"Karen Kingsbury, Gary Smalley","Return (Redemption, #3)",4.0
Philip Pullman,"The Ruby in the Smoke (Sally Lockhart, #1)",4.0
Amanda Foreman,Georgiana: Duchess of Devonshire,4.0
A.C. Gaughen,"Scarlet (Scarlet, #1)",4.0
Miranda Kenneally,Stealing Parker,4.0
"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti","Fables, Vol. 5: The Mean Seasons",4.0
"Robert Shea, Robert Anton Wilson",The Illuminatus! Trilogy,4.0
Alexander Gordon Smith,"Lockdown (Escape from Furnace, #1)",4.0
"Michael Chabon, Jay Ryan",The Final Solution,3.0
Nancy Thayer,Beachcombers,4.0
"John Layman, Rob Guillory","Chew, Vol. 2: International Flavor",4.0
Poppy Z. Brite,Lost Souls,4.0
Alan W. Watts,The Way of Zen,4.0
Ramez Naam,"Nexus (Nexus, #1)",4.0
Veronica Roth,"The Traitor (Divergent, #0.4)",4.0
Colm Tóibín,Nora Webster,4.0
Jamie McGuire,"Requiem (Providence, #2)",4.0
Steve Berry,"The Emperor's Tomb (Cotton Malone, #6)",4.0
Lisa Gardner,"Fear Nothing (Detective D.D. Warren, #7)",4.0
"Dorie Greenspan, Alan    Richardson",Baking: From My Home to Yours,4.0
Jane Green,Promises to Keep,4.0
Kristen Ashley,"For You (The 'Burg, #1)",4.0
"Aya Nakahara, Pookie Rolf","Love★Com, Vol. 1",4.0
Agatha Christie,"Elephants Can Remember (Hercule Poirot, #37)",4.0
Belle Aurora,"Friend-Zoned (Friend-Zoned, #1)",4.0
"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",What to Expect the First Year (What to Expect),4.0
Danielle Steel,The Gift,4.0
Kristin Levine,The Lions of Little Rock,4.0
Phillip C. McGraw,Self Matters: Creating Your Life from the Inside Out,4.0
Amanda Hocking,"Hollowland (The Hollows, #1)",4.0
Hidekaz Himaruya,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",4.0
Gail Carriger,"Timeless (Parasol Protectorate, #5)",4.0
J.A. Redmerski,"Killing Sarai (In the Company of Killers, #1)",4.0
Cecelia Ahern,The Time of My Life,4.0
"A.A. Milne, Ernest H. Shepard","Now We Are Six (Winnie-the-Pooh, #4)",4.0
L.J. Smith,"The Captive Part II / The Power (The Secret Circle, #2-3)",4.0
Mary Kay Andrews,Ladies' Night,4.0
Jane Green,Family Pictures ,4.0
Lara Adrian,"Taken by Midnight (Midnight Breed, #8)",4.0
Amy Harmon,"The Law of Moses (The Law of Moses, #1)",4.0
Amy Gentry,Good as Gone,4.0
Nora Roberts,Holding the Dream (Dream Trilogy #2),4.0
Tijan,"Fallen Crest Family (Fallen Crest High, #2)",4.0
Joshilyn Jackson,A Grown-Up Kind of Pretty,4.0
Miranda Hart,Is It Just Me?,4.0
Kent Haruf,"Eventide (Plainsong, #2)",4.0
"Tim Hamilton, Ray Bradbury",Fahrenheit 451: The Authorized Adaptation,4.0
"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",All You Need Is Kill,4.0
Elizabeth George Speare,The Bronze Bow,4.0
Alain de Botton,On Love,4.0
Jonathan Harr,A Civil Action,4.0
Allen Say,Grandfather's Journey,4.0
Mary Kay Andrews,"Savannah Blues (Weezie and Bebe Mysteries, #1)",4.0
James Rollins,Excavation,4.0
"René Descartes, Donald A. Cress",Discourse on Method,4.0
Matthew Reilly,"Scarecrow (Shane Schofield, #3)",4.0
Kiersten White,"Endlessly (Paranormalcy, #3)",4.0
Ella Carey,The House by the Lake,4.0
Thich Nhat Hanh,"Living Buddha, Living Christ",4.0
Ursula K. Le Guin,The Earthsea Trilogy,4.0
Jessica Park,"Left Drowning (Left Drowning, #1)",4.0
"Philip C. Stead, Erin E. Stead",A Sick Day for Amos McGee,4.0
Smith Henderson,Fourth of July Creek,4.0
Lisa Jackson,"Absolute Fear (New Orleans, #4)",4.0
Greg Iles,True Evil,4.0
"Erskine Caldwell, Lewis Nordan",Tobacco Road (Brown Thrasher Books),4.0
Kate Summerscale,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,3.0
Loretta Chase,"Lord of Scoundrels (Scoundrels, #3)",4.0
L. Frank Baum,"Ozma of Oz (Oz, #3)",4.0
David McCullough,The Johnstown Flood,4.0
Glenn Beck,The Christmas Sweater,4.0
Rachel Renée Russell,"Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)",4.0
James Rollins,Deep Fathom,4.0
Nelson DeMille,The Gate House,4.0
"J. Lynn, Jennifer L. Armentrout","Stay with Me (Wait for You, #3)",4.0
Sylvia Day,Seven Years to Sin,4.0
"Larry Bird, Earvin Johnson, Jackie MacMullan",When the Game Was Ours,4.0
Agatha Christie,"Nemesis (Miss Marple, #12)",4.0
Tony Hillerman,"The Blessing Way (Leaphorn & Chee, #1)",4.0
Jane Green,Another Piece of My Heart,4.0
Mo Willems,The Pigeon Wants a Puppy!,4.0
David  Brooks,The Road to Character,4.0
"Gabriel García Márquez, Edith Grossman",The General in His Labyrinth,4.0
Cammie McGovern,Say What You Will,4.0
Tess Gerritsen,"Die Again (Rizzoli & Isles, #11)",4.0
H.M. Ward,"Damaged 2 (Damaged, #2)",4.0
Sandra Brown,The Witness,4.0
Katy Evans,"Manwhore (Manwhore, #1)",4.0
Enid Blyton,The Faraway Tree Stories (The Faraway Tree #1-3),4.0
Misty Bernall,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,4.0
Evelyn Waugh,Scoop,4.0
Rita Golden Gelman,Tales of a Female Nomad: Living at Large in the World,4.0
Lorrie Moore,Birds of America,4.0
Lauren Blakely,Big Rock,4.0
Kendare Blake,"Three Dark Crowns (Three Dark Crowns, #1)",4.0
Elizabeth Bard,"Lunch in Paris: A Love Story, with Recipes",4.0
John Jakes,"Love and War (North and South, #2)",4.0
Aprilynne Pike,"Destined (Wings, #4)",4.0
"David Foster Wallace, Michael Pietsch",The Pale King,4.0
"Confucius, D.C. Lau",The Analects,4.0
"Pamela Des Barres, Dave Navarro",I'm with the Band: Confessions of a Groupie,4.0
Mariana Zapata,Under Locke,4.0
"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",The Leopard,4.0
"Paul Jenkins, Andy Kubert, Richard Isanove, Joe Quesada, Bill Jemas",Wolverine: Origin,4.0
V.C. Andrews,"Dawn (Cutler, #1)",4.0
"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny","On the Prowl (Alpha & Omega, #0.5)",4.0
John Sandford,Silent Prey (Lucas Davenport #4),4.0
Sara Douglass,"The Wayfarer Redemption (Wayfarer Redemption, #1)",4.0
Adam Gidwitz,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",4.0
Trudi Canavan,"The Ambassador's Mission (Traitor Spy Trilogy, #1)",4.0
Philip Roth,Everyman,4.0
L.J. Smith,"Dark Reunion (The Vampire Diaries, #4)",4.0
Luke Rhinehart,The Dice Man,4.0
"Yana Toboso, Tomo Kimura","Black Butler, Vol. 2 (Black Butler, #2)",4.0
Bret Easton Ellis,Imperial Bedrooms ,3.0
"Krista Ritchie, Becca Ritchie","Addicted to You (Addicted, #1)",4.0
Gayle Forman,"Just One Night (Just One Day, #2.5)",4.0
Amazon,Kindle User's Guide,4.0
"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 4: Love (Death Note, #4)",4.0
Josephine Tey,"The Daughter of Time (Inspector Alan Grant, #5)",4.0
Daniel Silva,"Prince of Fire (Gabriel Allon, #5)",4.0
"Milan Kundera, Linda Asher",Slowness,4.0
Brian  McClellan,"The Autumn Republic (Powder Mage, #3)",4.0
Anaïs Nin,Delta of Venus,4.0
Vernor Vinge,Rainbows End,4.0
Kristen Callihan,"The Friend Zone (Game On, #2)",4.0
Michael J. Sullivan,"The Rose and the Thorn (The Riyria Chronicles, #2)",4.0
"Sergei Lukyanenko, Andrew Bromfield",Twilight Watch (Watch #3),4.0
Kelley Armstrong,"Frostbitten (Women of the Otherworld, #10)",4.0
J.R. Ward,"Blood Kiss (Black Dagger Legacy, #1)",4.0
"Sandra Brown, Stephen Lang",Low Pressure,4.0
Raymond E. Feist,"Talon of the Silver Hawk (Conclave of Shadows, #1)",4.0
Steve Berry,"The Charlemagne Pursuit (Cotton Malone, #4)",4.0
John Steinbeck,The Moon Is Down,4.0
Mark Mathabane,Kaffir Boy: An Autobiography,4.0
Anne Tyler,The Beginner's Goodbye,4.0
T.S. Eliot,The Love Song of J. Alfred Prufrock and Other Poems,4.0
Gene Stratton-Porter,"A Girl of the Limberlost (Limberlost, #2)",4.0
Kim Harrison,"The Witch With No Name (The Hollows, #13)",4.0
T.M. Frazier,"King (King, #1)",4.0
"Henry James, Amy Bloom, Pierre A. Walker",The Wings of the Dove,4.0
Nancy Reagin,Twilight and History,4.0
Oscar Wilde,Lady Windermere's Fan,4.0
Ken Follett,A Place Called Freedom,4.0
"José Saramago, Margaret Jull Costa",Seeing,4.0
Jason Mott,The Returned,3.0
Ramachandra Guha,India After Gandhi: The History of the World's Largest Democracy,4.0
Ryan Holiday,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,4.0
Erin Hunter,"The Sight (Warriors: Power of Three, #1)",4.0
Abbi Glines,"Bad for You (Sea Breeze, #7)",4.0
Kate Grenville,The Secret River,4.0
"Ben Carson, Cecil Murphey",Gifted Hands: The Ben Carson Story,4.0
"Linda Williams, Megan Lloyd",The Little Old Lady Who Was Not Afraid of Anything,4.0
Brad Thor,"The Apostle (Scot Harvath, #8)",4.0
Sherrilyn Kenyon,"Born of Night (The League, #1)",4.0
Dorothy L. Sayers,"Murder Must Advertise  (Lord Peter Wimsey, #10)",4.0
Patricia Briggs,Dead Heat (Alpha & Omega #4),4.0
Julia Child,The Way to Cook,4.0
"Bruno Ernst, M.C. Escher, John E. Brigham",The Magic Mirror of M.C. Escher,4.0
"Matsuri Hino, Tomo Kimura","Vampire Knight, Vol. 9",4.0
Steve Perry,Shadows of the Empire (Star Wars),4.0
"Robert Kirkman, Charlie Adlard","The Walking Dead, Compendium 2",5.0
"Al Ries, Jack Trout",The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,4.0
John Grisham,The Firm,4.0
Alain de Botton,The Consolations of Philosophy,4.0
J.B. Salsbury,"Fighting for Flight (Fighting, #1)",4.0
S.J. Watson,Second Life,3.0
Hazel Gaynor,The Girl Who Came Home,4.0
"Gary Keller, Jay Papasan",The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,4.0
Whitney G.,"Reasonable Doubt: Volume 2 (Reasonable Doubt, #2)",4.0
Simms Taback,Joseph Had a Little Overcoat,4.0
Meg Cabot,"Princess Mia (The Princess Diaries, #9)",4.0
Omar Tyree,"Flyy Girl (Flyy Girl, #1)",4.0
Deborah Rodriguez,The Little Coffee Shop of Kabul,4.0
"Alisa Kwitney, Neil Gaiman",The Sandman: King of Dreams,5.0
"Marc Guggenheim, Alex Maleev, Stephen King",Stephen King's N.,4.0
"Paul Pen, Simon Bruni",The Light of the Fireflies,4.0
Mercedes Lackey,By the Sword (Valdemar),4.0
Kristen Britain,"First Rider's Call (Green Rider, #2)",4.0
Jeffrey Archer,Paths of Glory,4.0
Jennifer Crusie,Anyone But You,4.0
Kevin Henkes,Owen,4.0
"Terry Pratchett, Stephen Baxter","The Long War (The Long Earth, #2)",4.0
Mercedes Lackey,"Arrow's Fall (Heralds of Valdemar, #3)",4.0
Tamora Pierce,"Street Magic (The Circle Opens, #2)",4.0
Phaedra Patrick,The Curious Charms of Arthur Pepper,4.0
Jodi Meadows,"Incarnate (Newsoul, #1)",4.0
"William Kamkwamba, Bryan Mealer",The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,4.0
Paul O. Zelinsky,Rumpelstiltskin,4.0
Katherine Addison,The Goblin Emperor,4.0
"Rob Thomas, Jennifer Graham","Mr. Kiss and Tell (Veronica Mars, #2)",4.0
"Adam Makos, Larry Alexander",A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,4.0
Tillie Cole,"It Ain't Me, Babe (Hades Hangmen, #1)",4.0
Robert A. Heinlein,Job: A Comedy of Justice,4.0
Carl Hiaasen,Chomp,4.0
"Neil Gaiman, Yoshitaka Amano",The Sandman: The Dream Hunters,4.0
